代號,股票名稱,發放期間,所屬期間,現金股利,股票股利,現金殖利率,除息日昨收價,除息日,除權日,現金股利發放日,股票股利發放日,填息天數
0050,元大台灣50,2024,,3.00,-,2.28%,,,,,,
0050,元大台灣50,,2023H2,3.00,-,2.28%,131.65,2024/01/17,-,2024/02/21,-,3
0050,元大台灣50,2023,,4.50,-,3.41%,,,,,,
0050,元大台灣50,,2023H1,1.90,-,1.44%,132.00,2023/07/18,-,2023/08/11,-,87
0050,元大台灣50,,2022H2,2.60,-,2.20%,-,2023/01/30,-,2023/03/07,-,1
0050,元大台灣50,2022,,5.00,-,4.33%,,,,,,
0050,元大台灣50,,2022H1,1.80,-,1.56%,115.50,2022/07/18,-,2022/08/19,-,4
0050,元大台灣50,,2021H2,3.20,-,2.15%,149.10,2022/01/21,-,2022/03/04,-,-
0050,元大台灣50,2021,,3.40,-,2.48%,,,,,,
0050,元大台灣50,,2021H1,0.35,-,0.26%,137.20,2021/07/21,-,2021/08/24,-,2
0050,元大台灣50,,2020H2,3.05,-,2.13%,143.00,2021/01/22,-,2021/03/09,-,226
0050,元大台灣50,2020,,3.60,-,3.71%,,,,,,
0050,元大台灣50,,2020H1,0.70,-,0.72%,97.05,2020/07/21,-,2020/08/24,-,1
0050,元大台灣50,,2019H2,2.90,-,3.15%,92.15,2020/01/31,-,2020/03/06,-,5
0050,元大台灣50,2019,,3.00,-,3.63%,,,,,,
0050,元大台灣50,,2019H1,0.70,-,0.85%,82.70,2019/07/19,-,2019/08/22,-,1
0050,元大台灣50,,2018H2,2.30,-,3.01%,76.50,2019/01/22,-,2019/03/08,-,16
0050,元大台灣50,2018,,2.90,-,3.43%,,,,,,
0050,元大台灣50,,2018H1,0.70,-,0.83%,84.65,2018/07/23,-,2018/08/27,-,2
0050,元大台灣50,,2017H2,2.20,-,2.51%,87.50,2018/01/29,-,2018/03/13,-,143
0050,元大台灣50,2017,,2.40,-,2.92%,,,,,,
0050,元大台灣50,,2017H1,0.70,-,0.85%,82.10,2017/07/31,-,2017/08/31,-,3
0050,元大台灣50,,2016H2,1.70,-,2.32%,73.30,2017/02/08,-,2017/03/14,-,6
0050,元大台灣50,2016,,0.85,-,1.22%,,,,,,
0050,元大台灣50,,2016H1,0.85,-,1.22%,69.70,2016/07/28,-,2016/08/30,-,8
0050,元大台灣50,2015,,2.00,-,3.03%,,,,,,
0050,元大台灣50,,2015H1,2.00,-,3.03%,65.90,2015/10/26,-,2015/11/26,-,168
0050,元大台灣50,2014,,1.55,-,-,,,,,,
0050,元大台灣50,,2014H1,1.55,-,-,-,2014/10/24,-,2014/11/27,-,6
0050,元大台灣50,2013,,1.35,-,-,,,,,,
0050,元大台灣50,,2013H1,1.35,-,-,-,2013/10/24,-,2013/11/27,-,48
0050,元大台灣50,2012,,1.85,-,-,,,,,,
0050,元大台灣50,,2012H1,1.85,-,-,-,2012/10/24,-,2012/11/27,-,27
0050,元大台灣50,2011,,1.95,-,-,,,,,,
0050,元大台灣50,,2011H1,1.95,-,-,-,2011/10/26,-,2011/11/29,-,67
0050,元大台灣50,2010,,2.20,-,-,,,,,,
0050,元大台灣50,,2010H1,2.20,-,-,-,2010/10/25,-,2010/11/26,-,10
0050,元大台灣50,2009,,1.00,-,-,,,,,,
0050,元大台灣50,,2009H1,1.00,-,-,-,2009/10/23,-,2009/11/26,-,14
0050,元大台灣50,2008,,2.00,-,-,,,,,,
0050,元大台灣50,,2008H1,2.00,-,-,-,2008/10/24,-,2008/12/03,-,6
0050,元大台灣50,2007,,2.50,-,-,,,,,,
0050,元大台灣50,,2007H1,2.50,-,-,-,2007/10/24,-,2007/12/03,-,4
0050,元大台灣50,2006,,4.00,-,-,,,,,,
0050,元大台灣50,,2006H1,4.00,-,-,-,2006/10/26,-,2006/12/01,-,30
0050,元大台灣50,2005,,1.85,-,-,,,,,,
0050,元大台灣50,,2004H2,1.85,-,-,-,2005/05/19,-,2005/06/13,-,18
0051,元大中型100,2023,2022,2.50,-,3.52%,71.10,2023/11/16,-,2023/12/12,-,19
0051,元大中型100,2022,2021,2.40,-,4.42%,54.35,2022/11/16,-,2022/12/15,-,-
0051,元大中型100,2021,2020,1.75,-,2.82%,62.00,2021/11/19,-,2021/12/20,-,-
0051,元大中型100,2020,2019,1.10,-,2.66%,41.42,2020/11/20,-,2020/12/21,-,6
0051,元大中型100,2019,2018,1.20,-,3.39%,35.36,2019/11/22,-,2019/12/23,-,26
0051,元大中型100,2018,2017,1.00,-,3.37%,29.65,2018/11/22,-,2018/12/25,-,8
0051,元大中型100,2017,2016,0.85,-,2.62%,32.40,2017/11/23,-,2017/12/27,-,31
0051,元大中型100,2016,2015,0.70,-,2.69%,26.00,2016/11/23,-,2016/12/27,-,25
0051,元大中型100,2015,2014,0.85,-,-,25.65,2015/11/24,-,2015/12/28,-,71
0051,元大中型100,2014,2013,0.75,-,-,-,2014/11/25,-,2014/12/29,-,25
0051,元大中型100,2013,2012,0.80,-,-,-,2013/11/25,-,2013/12/27,-,5
0051,元大中型100,2012,2011,0.75,-,-,-,2012/11/22,-,2012/12/25,-,3
0051,元大中型100,2011,2010,0.90,-,-,-,2011/11/23,-,2011/12/27,-,41
0051,元大中型100,2010,2009,0.90,-,-,-,2010/11/23,-,2010/12/27,-,7
0051,元大中型100,2009,2008,1.70,-,-,-,2009/11/24,-,2009/12/28,-,28
0051,元大中型100,2008,2008,-,-,-,-,-,-,-,-,-
0051,元大中型100,2007,2006,0.77,-,-,-,2007/11/23,-,2007/12/28,-,95
0052,富邦科技,2024,2023,6.43,-,3.99%,161.10,2024/04/18,-,2024/05/15,-,-
0052,富邦科技,2023,2022,4.00,-,3.77%,106.15,2023/04/21,-,2023/05/18,-,24
0052,富邦科技,2022,2021,10.19,-,8.46%,120.45,2022/04/20,-,2022/05/24,-,-
0052,富邦科技,2021,2020,1.03,-,0.80%,128.25,2021/04/20,-,2021/05/24,-,5
0052,富邦科技,2020,2019,1.93,-,2.96%,65.00,2020/04/22,-,2020/05/29,-,30
0052,富邦科技,2019,2018,1.05,-,1.86%,56.40,2019/05/02,-,2019/06/05,-,56
0052,富邦科技,2018,2017,1.72,-,3.21%,53.50,2018/05/03,-,2018/06/06,-,57
0052,富邦科技,2017,2016,1.41,-,3.05%,46.22,2017/05/03,-,2017/06/08,-,17
0052,富邦科技,2016,2016,2.44,-,6.45%,35.00,2016/05/04,-,2016/06/06,-,21
0052,富邦科技,2015,2015,-,-,-,-,-,-,-,-,-
0052,富邦科技,2014,2014,2.46,-,-,-,2014/05/06,-,2014/06/05,-,15
0052,富邦科技,2013,2013,-,-,-,-,-,-,-,-,-
0052,富邦科技,2012,2011,2.37,-,-,-,2012/05/07,-,2012/06/05,-,198
0052,富邦科技,2011,2011,-,-,-,-,-,-,-,-,-
0052,富邦科技,2010,2010,1.40,-,-,-,2010/05/03,-,2010/06/03,-,149
0052,富邦科技,2009,2009,1.46,-,-,-,2009/04/28,-,2009/06/05,-,21
0053,元大電子,2023,2023,1.90,-,2.72%,69.90,2023/11/16,-,2023/12/12,-,21
0053,元大電子,2022,2021,1.71,-,3.02%,56.60,2022/11/16,-,2022/12/15,-,-
0053,元大電子,2021,2020,1.70,-,2.43%,69.95,2021/11/19,-,2021/12/20,-,29
0053,元大電子,2020,2019,1.30,-,2.41%,54.05,2020/11/20,-,2020/12/21,-,2
0053,元大電子,2019,2018,1.50,-,3.63%,41.30,2019/11/22,-,2019/12/23,-,15
0053,元大電子,2018,2017,1.10,-,3.49%,31.48,2018/11/22,-,2018/12/25,-,6
0053,元大電子,2017,2016,1.15,-,2.99%,38.50,2017/11/23,-,2017/12/27,-,458
0053,元大電子,2016,2015,1.00,-,3.27%,30.54,2016/11/23,-,2016/12/27,-,45
0053,元大電子,2015,2014,0.90,-,-,27.26,2015/11/24,-,2015/12/28,-,70
0053,元大電子,2014,2013,0.90,-,-,-,2014/11/25,-,2014/12/29,-,43
0053,元大電子,2013,2012,0.75,-,-,-,2013/11/25,-,2013/12/27,-,5
0053,元大電子,2012,2011,0.55,-,-,-,2012/11/22,-,2012/12/25,-,2
0053,元大電子,2011,2010,1.00,-,-,-,2011/11/23,-,2011/12/27,-,42
0053,元大電子,2010,2009,1.00,-,-,-,2010/11/23,-,2010/12/27,-,13
0055,元大MSCI金融,2023,2022,0.60,-,2.51%,23.92,2023/11/16,-,2023/12/12,-,9
0055,元大MSCI金融,2022,2021,0.87,-,3.89%,22.38,2022/11/16,-,2022/12/20,-,-
0055,元大MSCI金融,2021,2020,0.75,-,2.97%,25.26,2021/11/19,-,2021/12/20,-,37
0055,元大MSCI金融,2020,2019,0.65,-,3.50%,18.57,2020/11/20,-,2020/12/21,-,62
0055,元大MSCI金融,2019,2018,0.70,-,3.59%,19.50,2019/11/22,-,2019/12/23,-,326
0055,元大MSCI金融,2018,2017,0.65,-,3.62%,17.94,2018/11/22,-,2018/12/25,-,104
0055,元大MSCI金融,2017,2016,0.50,-,2.98%,16.76,2017/11/23,-,2017/12/27,-,32
0055,元大MSCI金融,2016,2015,0.45,-,3.13%,14.40,2016/11/23,-,2016/12/27,-,7
0055,元大MSCI金融,2015,2014,0.45,-,-,14.25,2015/11/24,-,2015/12/28,-,238
0055,元大MSCI金融,2014,2013,0.40,-,-,-,2014/11/25,-,2014/12/29,-,88
0055,元大MSCI金融,2013,2012,0.35,-,-,-,2013/11/25,-,2013/12/27,-,13
0055,元大MSCI金融,2012,2011,0.25,-,-,-,2012/11/22,-,2012/12/25,-,2
0055,元大MSCI金融,2011,2010,0.30,-,-,-,2011/11/23,-,2011/12/27,-,7
0055,元大MSCI金融,2010,2009,0.40,-,-,-,2010/11/23,-,2010/12/27,-,7
0056,元大高股息,2024,,1.43,-,3.58%,,,,,,
0056,元大高股息,,2024Q1,0.73,-,1.83%,39.92,2024/04/18,-,2024/05/15,-,-
0056,元大高股息,,2023Q4,0.70,-,1.92%,36.37,2024/01/17,-,2024/02/21,-,13
0056,元大高股息,2023,,2.20,-,6.30%,,,,,,
0056,元大高股息,,2023Q3,1.20,-,3.44%,34.90,2023/10/19,-,2023/11/14,-,23
0056,元大高股息,,2023Q2,1.00,-,2.78%,35.94,2023/07/18,-,2023/08/11,-,5
0056,元大高股息,2022,2021,2.10,-,8.13%,25.84,2022/10/19,-,2022/11/22,-,34
0056,元大高股息,2021,2020,1.80,-,5.56%,32.40,2021/10/22,-,2021/11/25,-,17
0056,元大高股息,2020,2019,1.60,-,5.39%,29.69,2020/10/28,-,2020/12/01,-,29
0056,元大高股息,2019,2018,1.80,-,6.20%,29.03,2019/10/23,-,2019/11/26,-,51
0056,元大高股息,2018,2017,1.45,-,5.62%,25.81,2018/10/23,-,2018/11/27,-,80
0056,元大高股息,2017,2016,0.95,-,3.60%,26.39,2017/10/30,-,2017/12/04,-,63
0056,元大高股息,2016,2015,1.30,-,5.13%,25.35,2016/10/26,-,2016/11/28,-,159
0056,元大高股息,2015,2014,1.00,-,-,22.65,2015/10/26,-,2015/11/26,-,85
0056,元大高股息,2014,2013,1.00,-,-,-,2014/10/24,-,2014/11/27,-,31
0056,元大高股息,2013,2012,0.85,-,-,-,2013/10/24,-,2013/11/27,-,116
0056,元大高股息,2012,2011,1.30,-,-,-,2012/10/24,-,2012/11/27,-,136
0056,元大高股息,2011,2010,2.20,-,-,-,2011/10/26,-,2011/11/29,-,80
0056,元大高股息,2010,2010,-,-,-,-,-,-,-,-,-
0056,元大高股息,2009,2008,2.00,-,-,-,2009/10/23,-,2009/11/26,-,53
0057,富邦摩台,2022,2022,-,-,-,-,-,-,-,-,-
0057,富邦摩台,2021,2021,-,-,-,-,-,-,-,-,-
0057,富邦摩台,2020,2020,-,-,-,-,-,-,-,-,-
0057,富邦摩台,2019,2019,-,-,-,-,-,-,-,-,-
0057,富邦摩台,2018,2018,-,-,-,-,-,-,-,-,-
0057,富邦摩台,2017,2017,-,-,-,-,-,-,-,-,-
0057,富邦摩台,2016,2016,1.69,-,3.91%,43.04,2016/08/02,-,2016/09/01,-,57
006203,元大MSCI台灣,2024,,1.80,-,2.79%,,,,,,
006203,元大MSCI台灣,,2023H2,1.80,-,2.79%,64.50,2024/01/17,-,2024/02/21,-,4
006203,元大MSCI台灣,2023,,2.13,-,3.30%,,,,,,
006203,元大MSCI台灣,,2023H1,0.90,-,1.39%,64.55,2023/07/18,-,2023/08/11,-,104
006203,元大MSCI台灣,,2022H2,1.23,-,2.16%,-,2023/01/30,-,2023/03/02,-,1
006203,元大MSCI台灣,2022,,2.23,-,3.97%,,,,,,
006203,元大MSCI台灣,,2022H1,0.83,-,1.48%,56.15,2022/07/18,-,2022/08/16,-,5
006203,元大MSCI台灣,,2021H2,1.40,-,1.99%,70.35,2022/01/21,-,2022/03/02,-,-
006203,元大MSCI台灣,2021,,1.34,-,2.04%,,,,,,
006203,元大MSCI台灣,,2021H1,0.19,-,0.29%,65.70,2021/07/21,-,2021/08/19,-,2
006203,元大MSCI台灣,,2020H2,1.15,-,1.74%,65.95,2021/01/22,-,2021/03/04,-,57
006203,元大MSCI台灣,2020,,1.68,-,3.68%,,,,,,
006203,元大MSCI台灣,,2020H1,0.28,-,0.61%,45.70,2020/07/21,-,2020/08/19,-,1
006203,元大MSCI台灣,,2019H2,1.40,-,3.22%,43.50,2020/01/31,-,2020/03/03,-,11
006203,元大MSCI台灣,2019,,1.25,-,3.21%,,,,,,
006203,元大MSCI台灣,,2019H1,0.40,-,1.03%,39.00,2019/07/19,-,2019/08/19,-,2
006203,元大MSCI台灣,,2018H2,0.85,-,2.41%,35.25,2019/01/22,-,2019/03/08,-,14
006203,元大MSCI台灣,2018,,1.15,-,2.94%,,,,,,
006203,元大MSCI台灣,,2018H1,0.35,-,0.89%,39.17,2018/07/23,-,2018/08/27,-,5
006203,元大MSCI台灣,,2017H2,0.80,-,1.98%,40.31,2018/01/29,-,2018/03/13,-,142
006203,元大MSCI台灣,2017,,1.00,-,2.65%,,,,,,
006203,元大MSCI台灣,,2017H1,0.30,-,0.79%,37.79,2017/07/31,-,2017/08/31,-,-
006203,元大MSCI台灣,,2016H2,0.70,-,2.06%,33.97,2017/02/08,-,2017/03/14,-,6
006203,元大MSCI台灣,2016,,0.30,-,0.92%,,,,,,
006203,元大MSCI台灣,,2016H1,0.30,-,0.92%,32.54,2016/07/28,-,2016/08/30,-,8
006203,元大MSCI台灣,2015,,1.00,-,3.29%,,,,,,
006203,元大MSCI台灣,,2015H1,1.00,-,3.29%,30.42,2015/11/24,-,2015/12/28,-,75
006203,元大MSCI台灣,2014,,0.75,-,-,,,,,,
006203,元大MSCI台灣,,2014H1,0.75,-,-,-,2014/11/25,-,2014/12/29,-,43
006203,元大MSCI台灣,2013,,0.85,-,-,,,,,,
006203,元大MSCI台灣,,2013H1,0.85,-,-,-,2013/11/25,-,2013/12/27,-,4
006203,元大MSCI台灣,2012,,0.70,-,-,,,,,,
006203,元大MSCI台灣,,2012H1,0.70,-,-,-,2012/11/22,-,2012/12/25,-,3
006203,元大MSCI台灣,2011,,0.80,-,-,,,,,,
006203,元大MSCI台灣,,2011H1,0.80,-,-,-,2011/11/23,-,2011/12/27,-,41
006204,永豐臺灣加權,2023,2022,3.96,-,4.58%,86.40,2023/10/19,-,2023/11/17,-,24
006204,永豐臺灣加權,2022,2021,2.68,-,3.93%,68.15,2022/10/19,-,2022/11/21,-,18
006204,永豐臺灣加權,2021,2020,5.30,-,5.81%,91.15,2021/10/19,-,2021/11/19,-,52
006204,永豐臺灣加權,2020,2019,0.76,-,1.18%,64.60,2020/10/23,-,2020/11/23,-,12
006204,永豐臺灣加權,2019,2018,1.52,-,2.61%,58.25,2019/10/29,-,2019/11/27,-,7
006204,永豐臺灣加權,2018,2017,1.94,-,3.96%,48.98,2018/10/30,-,2018/11/20,-,3
006204,永豐臺灣加權,2017,2016,1.70,-,3.07%,55.45,2017/10/31,-,2017/11/21,-,59
006204,永豐臺灣加權,2016,2015,1.58,-,3.27%,48.31,2016/10/27,-,2016/11/21,-,86
006204,永豐臺灣加權,2015,2014,1.55,-,-,45.29,2015/10/27,-,2015/11/23,-,178
006204,永豐臺灣加權,2014,2013,0.72,-,-,-,2014/10/24,-,2014/11/21,-,4
006204,永豐臺灣加權,2013,2012,0.90,-,-,-,2013/10/25,-,2013/11/22,-,9
006204,永豐臺灣加權,2012,2011,1.21,-,-,-,2012/10/26,-,2012/11/23,-,25
006208,富邦台50,2023,,2.21,-,2.94%,,,,,,
006208,富邦台50,,2023H1,0.86,-,1.14%,75.30,2023/11/16,-,2023/12/12,-,4
006208,富邦台50,,2023H1,1.35,-,1.77%,76.45,2023/07/18,-,2023/08/11,-,113
006208,富邦台50,2022,,2.28,-,3.46%,,,,,,
006208,富邦台50,,2022H1,1.03,-,1.57%,65.80,2022/11/16,-,2022/12/19,-,7
006208,富邦台50,,2022H1,1.25,-,1.87%,66.80,2022/07/18,-,2022/08/18,-,4
006208,富邦台50,2021,,1.96,-,2.42%,,,,,,
006208,富邦台50,,2021H1,1.64,-,2.03%,80.90,2021/11/16,-,2021/12/17,-,30
006208,富邦台50,,2021H1,0.31,-,0.39%,81.25,2021/07/16,-,2021/08/18,-,37
006208,富邦台50,2020,,1.62,-,2.51%,,,,,,
006208,富邦台50,,2020H1,1.14,-,1.77%,64.50,2020/11/17,-,2020/12/18,-,2
006208,富邦台50,,2020H1,0.48,-,0.87%,55.50,2020/07/21,-,2020/08/27,-,1
006208,富邦台50,2019,,1.80,-,3.39%,,,,,,
006208,富邦台50,,2019H1,1.14,-,2.14%,53.10,2019/11/20,-,2019/12/30,-,18
006208,富邦台50,,2019H1,0.66,-,1.39%,47.41,2019/07/18,-,2019/08/27,-,6
006208,富邦台50,2018,,2.65,-,5.94%,,,,,,
006208,富邦台50,,2018H1,2.00,-,4.48%,44.61,2018/11/29,-,2018/12/28,-,68
006208,富邦台50,,2018H1,0.65,-,1.32%,49.08,2018/07/26,-,2018/08/31,-,1
006208,富邦台50,2017,,2.65,-,5.39%,,,,,,
006208,富邦台50,,2017H1,1.65,-,3.36%,49.13,2017/11/30,-,2017/12/29,-,36
006208,富邦台50,,2017H1,1.00,-,2.06%,48.60,2017/07/27,-,2017/09/01,-,8
006208,富邦台50,2016,,0.04,-,0.11%,,,,,,
006208,富邦台50,,2016H1,0.04,-,0.11%,39.79,2016/08/02,-,2016/09/01,-,6
006208,富邦台50,2015,,0.85,-,2.26%,,,,,,
006208,富邦台50,,2015H1,0.85,-,2.26%,37.34,2015/10/29,-,2015/12/02,-,165
006208,富邦台50,2014,,1.21,-,-,,,,,,
006208,富邦台50,,2014H1,1.21,-,-,-,2014/10/29,-,2014/12/02,-,1
006208,富邦台50,2013,,0.63,-,-,,,,,,
006208,富邦台50,,2013H1,0.63,-,-,-,2013/10/30,-,2013/12/02,-,1
006208,富邦台50,2012,,1.84,-,-,,,,,,
006208,富邦台50,,2012H1,1.84,-,-,-,2012/11/01,-,2012/12/03,-,22
00660,元大歐洲50,2022,2022,-,-,-,-,-,-,-,-,-
00660,元大歐洲50,2021,2021,-,-,-,-,-,-,-,-,-
00660,元大歐洲50,2020,2020,0.36,-,1.62%,22.28,2020/10/28,-,2020/11/26,-,8
00660,元大歐洲50,2019,2019,0.75,-,2.85%,26.32,2019/10/23,-,2019/11/21,-,18
00690,兆豐藍籌30,2024,,0.75,-,2.39%,,,,,,
00690,兆豐藍籌30,,2023Q4,0.75,-,2.39%,31.35,2024/03/04,-,2024/03/26,-,4
00690,兆豐藍籌30,2023,,2.50,-,8.57%,,,,,,
00690,兆豐藍籌30,,2023Q3,1.00,-,3.43%,29.18,2023/11/21,-,2023/12/14,-,27
00690,兆豐藍籌30,,2023Q1,1.50,-,5.29%,28.38,2023/05/22,-,2023/06/14,-,117
00690,兆豐藍籌30,2022,2021,2.40,-,8.30%,28.91,2022/11/28,-,2022/12/27,-,-
00690,兆豐藍籌30,2021,2020,0.84,-,2.48%,33.87,2021/11/26,-,2021/12/27,-,21
00690,兆豐藍籌30,2020,2019,0.84,-,3.02%,27.80,2020/11/27,-,2020/12/28,-,22
00690,兆豐藍籌30,2019,2018,1.12,-,4.57%,24.53,2019/11/28,-,2019/12/27,-,144
00690,兆豐藍籌30,2018,2017,0.66,-,3.24%,20.35,2018/11/28,-,2018/12/26,-,53
00690,兆豐藍籌30,2017,2016,0.81,-,3.66%,22.13,2017/11/28,-,2017/12/29,-,37
00692,富邦公司治理,2023,,1.79,-,5.51%,,,,,,
00692,富邦公司治理,,2023H1,1.06,-,3.26%,32.55,2023/11/16,-,2023/12/12,-,30
00692,富邦公司治理,,2023H1,0.73,-,2.20%,33.33,2023/07/18,-,2023/08/11,-,141
00692,富邦公司治理,2022,,2.03,-,7.18%,,,,,,
00692,富邦公司治理,,2022H1,0.55,-,1.94%,28.33,2022/11/16,-,2022/12/19,-,12
00692,富邦公司治理,,2022H1,1.48,-,4.99%,29.73,2022/07/18,-,2022/08/18,-,19
00692,富邦公司治理,2021,,1.97,-,5.36%,,,,,,
00692,富邦公司治理,,2021H1,1.80,-,4.89%,36.75,2021/11/16,-,2021/12/17,-,42
00692,富邦公司治理,,2021H1,0.17,-,0.47%,36.46,2021/07/16,-,2021/08/18,-,80
00692,富邦公司治理,2020,,0.84,-,2.92%,,,,,,
00692,富邦公司治理,,2020H2,0.61,-,2.11%,28.75,2020/11/17,-,2020/12/18,-,5
00692,富邦公司治理,,2020H1,0.23,-,0.92%,24.98,2020/07/21,-,2020/08/27,-,1
00692,富邦公司治理,2019,,0.79,-,3.27%,,,,,,
00692,富邦公司治理,,2019H2,0.53,-,2.20%,24.05,2019/11/20,-,2019/12/30,-,20
00692,富邦公司治理,,2019H1,0.26,-,1.18%,21.69,2019/07/18,-,2019/08/27,-,3
00692,富邦公司治理,2018,,0.83,-,4.03%,,,,,,
00692,富邦公司治理,,2018H2,0.74,-,3.62%,20.50,2018/11/29,-,2018/12/28,-,71
00692,富邦公司治理,,2018H1,0.08,-,0.38%,21.75,2018/07/26,-,2018/08/31,-,1
00692,富邦公司治理,2017,,1.14,-,5.18%,,,,,,
00692,富邦公司治理,,2017H2,1.12,-,5.09%,22.01,2017/11/30,-,2017/12/29,-,37
00692,富邦公司治理,,2017H1,0.02,-,0.10%,21.24,2017/07/27,-,2017/09/01,-,1
00701,國泰股利精選30,2024,,0.79,-,3.06%,,,,,,
00701,國泰股利精選30,,2023H2,0.79,-,3.06%,25.80,2024/01/17,-,2024/02/17,-,32
00701,國泰股利精選30,2023,,0.86,-,3.27%,,,,,,
00701,國泰股利精選30,,2023H1,0.20,-,0.76%,26.28,2023/08/16,-,2023/09/11,-,84
00701,國泰股利精選30,,2022H2,0.66,-,2.91%,-,2023/01/30,-,2023/03/02,-,25
00701,國泰股利精選30,2022,,1.90,-,7.53%,,,,,,
00701,國泰股利精選30,,2022H1,0.25,-,0.99%,25.23,2022/08/16,-,2022/09/19,-,211
00701,國泰股利精選30,,2021H2,1.65,-,5.81%,28.38,2022/01/18,-,2022/02/25,-,-
00701,國泰股利精選30,2021,,0.98,-,3.98%,,,,,,
00701,國泰股利精選30,,2021H1,0.25,-,1.01%,24.64,2021/08/17,-,2021/09/17,-,7
00701,國泰股利精選30,,2020H2,0.73,-,3.33%,21.92,2021/01/19,-,2021/02/26,-,29
00701,國泰股利精選30,2020,,1.66,-,6.61%,,,,,,
00701,國泰股利精選30,,2019H2,1.66,-,6.61%,-,2020/01/30,-,2020/02/27,-,365
00701,國泰股利精選30,2019,,0.47,-,2.21%,,,,,,
00701,國泰股利精選30,,2018H2,0.47,-,2.21%,21.25,2019/01/17,-,2019/02/23,-,22
00701,國泰股利精選30,2018,,0.17,-,0.78%,,,,,,
00701,國泰股利精選30,,2018H1,0.17,-,0.78%,21.70,2018/07/26,-,2018/08/17,-,2
00702,國泰標普低波高息,2024,,0.30,-,1.38%,,,,,,
00702,國泰標普低波高息,,2023H2,0.30,-,1.38%,21.70,2024/01/17,-,2024/02/17,-,29
00702,國泰標普低波高息,2023,,0.59,-,2.80%,,,,,,
00702,國泰標普低波高息,,2023H1,0.30,-,1.42%,21.10,2023/07/18,-,2023/08/11,-,4
00702,國泰標普低波高息,,2022H2,0.29,-,1.31%,-,2023/01/30,-,2023/03/02,-,-
00702,國泰標普低波高息,2022,,0.58,-,2.76%,,,,,,
00702,國泰標普低波高息,,2022H1,0.31,-,1.47%,21.05,2022/07/18,-,2022/08/18,-,3
00702,國泰標普低波高息,,2021H2,0.27,-,1.29%,21.00,2022/01/18,-,2022/02/25,-,37
00702,國泰標普低波高息,2021,,0.46,-,2.26%,,,,,,
00702,國泰標普低波高息,,2021H1,0.28,-,1.38%,20.33,2021/07/16,-,2021/08/18,-,108
00702,國泰標普低波高息,,2020H2,0.18,-,1.01%,17.91,2021/01/19,-,2021/02/26,-,1
00702,國泰標普低波高息,2020,,0.44,-,2.67%,,,,,,
00702,國泰標普低波高息,,2020H1,0.21,-,1.27%,16.49,2020/07/20,-,2020/08/18,-,16
00702,國泰標普低波高息,,2019H2,0.23,-,1.06%,-,2020/01/30,-,2020/02/27,-,529
00702,國泰標普低波高息,2019,,0.73,-,3.37%,,,,,,
00702,國泰標普低波高息,,2019H1,0.45,-,2.08%,21.67,2019/07/17,-,2019/08/16,-,113
00702,國泰標普低波高息,,2018H2,0.28,-,1.39%,20.19,2019/01/17,-,2019/02/23,-,3
00702,國泰標普低波高息,2018,,0.55,-,2.64%,,,,,,
00702,國泰標普低波高息,,2018H1,0.30,-,1.44%,20.83,2018/07/26,-,2018/08/17,-,8
00702,國泰標普低波高息,,2017H2,0.25,-,1.20%,20.91,2018/01/25,-,2018/02/23,-,106
00710B,復華彭博非投等債,2024,,0.49,-,2.58%,,,,,,
00710B,復華彭博非投等債,,2023Q4,0.23,-,1.21%,18.99,2024/03/19,-,2024/04/16,-,4
00710B,復華彭博非投等債,,2023Q3,0.26,-,1.37%,18.93,2023/12/20,-,2024/01/17,-,43
00710B,復華彭博非投等債,2023,,1.04,-,5.53%,,,,,,
00710B,復華彭博非投等債,,2023Q2,0.26,-,1.38%,18.81,2023/09/19,-,2023/10/18,-,35
00710B,復華彭博非投等債,,2023Q1,0.26,-,1.44%,18.06,2023/06/20,-,2023/07/14,-,15
00710B,復華彭博非投等債,,2022Q4,0.26,-,1.47%,17.73,2023/03/21,-,2023/04/20,-,20
00710B,復華彭博非投等債,,2022Q3,0.26,-,1.43%,18.15,2022/12/21,-,2023/01/31,-,134
00710B,復華彭博非投等債,2022,,0.98,-,5.38%,,,,,,
00710B,復華彭博非投等債,,2022Q2,0.26,-,1.43%,18.20,2022/09/20,-,2022/10/18,-,24
00710B,復華彭博非投等債,,2022Q1,0.24,-,1.40%,17.15,2022/06/21,-,2022/07/19,-,17
00710B,復華彭博非投等債,,2021Q4,0.24,-,1.36%,17.62,2022/03/17,-,2022/04/18,-,9
00710B,復華彭博非投等債,,2021Q3,0.24,-,1.33%,18.06,2021/12/21,-,2022/01/19,-,175
00710B,復華彭博非投等債,2021,,0.96,-,5.25%,,,,,,
00710B,復華彭博非投等債,,2021Q2,0.24,-,1.31%,18.28,2021/09/17,-,2021/10/19,-,270
00710B,復華彭博非投等債,,2021Q1,0.24,-,1.30%,18.52,2021/06/22,-,2021/07/20,-,337
00710B,復華彭博非投等債,,2020Q4,0.24,-,1.29%,18.66,2021/03/18,-,2021/04/16,-,11
00710B,復華彭博非投等債,,2020Q3,0.24,-,1.29%,18.59,2020/12/17,-,2021/01/15,-,50
00710B,復華彭博非投等債,2020,,1.05,-,5.52%,,,,,,
00710B,復華彭博非投等債,,2020Q2,0.26,-,1.37%,18.97,2020/09/17,-,2020/10/19,-,-
00710B,復華彭博非投等債,,2020Q1,0.26,-,1.37%,18.94,2020/06/17,-,2020/07/17,-,33
